event,event_type,timestamp,parser,source
http://example.org/ord2i#Event_013835,FileSystemOp,2023-12-26T00:38:01.753725+00:00,filestat,FILE
http://example.org/ord2i#Event_013836,FileSystemOp,2023-12-26T00:38:01.753725+00:00,filestat,FILE
http://example.org/ord2i#Event_013837,RegistryModify,2023-12-26T00:38:01.762057+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013838,RegistryModify,2023-12-26T00:38:01.763134+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013839,FileCreate,2023-12-26T00:38:01.800810+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013840,SystemEvent,2023-12-26T00:38:01.842440+00:00,winevtx,EVT
http://example.org/ord2i#Event_013841,SystemEvent,2023-12-26T00:38:01.842440+00:00,winevtx,EVT
http://example.org/ord2i#Event_013842,SystemEvent,2023-12-26T00:38:01.855225+00:00,winevtx,EVT
http://example.org/ord2i#Event_013843,SystemEvent,2023-12-26T00:38:01.855225+00:00,winevtx,EVT
http://example.org/ord2i#Event_013844,FileModify,2023-12-26T00:38:01.857092+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013845,FileCreate,2023-12-26T00:38:01.857092+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013846,SystemEvent,2023-12-26T00:38:01.865587+00:00,winevtx,EVT
http://example.org/ord2i#Event_013847,SystemEvent,2023-12-26T00:38:01.865587+00:00,winevtx,EVT
http://example.org/ord2i#Event_013848,SystemEvent,2023-12-26T00:38:01.877345+00:00,winevtx,EVT
http://example.org/ord2i#Event_013849,SystemEvent,2023-12-26T00:38:01.877345+00:00,winevtx,EVT
http://example.org/ord2i#Event_013850,FileCreate,2023-12-26T00:38:01.903043+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013851,FileDelete,2023-12-26T00:38:01.980798+00:00,usnjrnl,FILE
http://example.org/ord2i#Event_013852,RegistryModify,2023-12-26T00:38:01.994419+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013853,RegistryModify,2023-12-26T00:38:02.114788+00:00,winreg/winreg_default,REG
http://example.org/ord2i#Event_013854,SystemEvent,2023-12-26T00:38:02.131185+00:00,winevtx,EVT
